	Baseline	0 Failures	1 Failure
#i	AVGR	MINR	MAXR	AVG	MIN	MAX	AVGF	MINF	MAXF
simpleons,44.583241,43.888000,45.000000,44.33448,43.773998,44.931000,44.062004,43.523998,44.667000
simpleontest,82.966484,81.889999,84.191002,82.872620,81.989998,83.925003,82.771996,81.874001,84.400002
back,123.227966,121.429001,125.240997,121.949242,120.764000,122.846001,121.906647,120.500000,123.436996,
threeon,121.818398,120.615997,123.088997,122.234436,120.833000,123.570999,121.589417,120.502998,122.536003
twotwo,83.613289,83.143997,84.198997,83.103859,82.557999,84.101997,82.987335,82.510002,83.815002


